ParaId,Chapter,Title,SectionTitle,SubsectionTitle,Source,FeatureType,ParaText
725,Chapter 12,Other income,Other Income,,EY,TAXSAVER,"A technique now being used in large personal injury cases is the structured settlement, in which the defendant's insurance company offers an annuity to the injured party instead of a lump-sum distribution. The IRS has ruled that the entire amount of the annuity payments may be excluded from the recipient's gross income, even though the recipient is, in effect, receiving interest."
726,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Credit card insurance. In most cases, if you receive benefits under a credit card disability or unemployment insurance plan, the benefits are taxable to you. These plans make the minimum monthly payment on your credit card account if you cannot make the payment due to injury, illness, disability, or unemployment. Report on Form 1040, line 21, the amount of benefits you received during the year that is more than the amount of the premiums you paid during the year. Down payment assistance. If you purchase a home and receive assistance from a nonprofit corporation to make the down payment, that assistance is not included in your income. If the corporation qualifies as a tax-exempt charitable organization, the assistance is treated as a gift and is included in your basis of the house. If the corporation does not qualify, the assistance is treated as a rebate or reduction of the purchase price and is not included in your basis. Employment agency fees. If you get a job through an employment agency, and the fee is paid by your employer, the fee is not includible in your income if you are not liable for it. However, if you pay it and your employer reimburses you for it, it is includible in your income. Energy conservation subsidies. You can exclude from gross income any subsidy provided, either directly or indirectly, by public utilities for the purchase or installation of an energy conservation measure for a dwelling unit. Energy conservation measure. This includes installations or modifications that are primarily designed to reduce consumption of electricity or natural gas, or improve the management of energy demand. Dwelling unit. This includes a house, apartment, condominium, mobile home, boat, or similar property. If a building or structure contains both dwelling and other units, any subsidy must be properly allocated. Estate and trust income. An estate or trust, unlike a partnership, may have to pay federal income tax. If you are a beneficiary of an estate or trust, you may be taxed on your share of its income distributed or required to be distributed to you. However, there is never a double tax. Estates and trusts file their returns on Form 1041, U.S. Income Tax Return for Estates and Trusts, and your share of the income is reported to you on Schedule K-1 (Form 1041)."
727,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"Generally speaking, there are three types of trusts: (1) a trust that is required to distribute all the income it earns during the year (simple trust), (2) a trust that has the choice of whether to distribute all, part, or none of the income (complex trust), and (3) a trust where the person creating the trust is treated as the owner of the trust's assets (grantor trust). The taxability of these trusts varies. A beneficiary of a simple trust must report all the income (though generally not capital gains), whether actually distributed or not, on his or her income tax return (Form 1040). A beneficiary of a complex trust will only report the income of the trust to the extent of distributions actually made by the trust to the beneficiary. The grantor of a grantor trust must report all income, gains, and deductions on his or her individual income tax return, as they are not taxed on the grantor trust return."
728,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Current income required to be distributed. If you are the beneficiary of an estate or trust that must distribute all of its current income, you must report your share of the distributable net income, whether or not you actually received it."
729,Chapter 12,Other income,Other Income,,EY,EXAMPLE,"A beneficiary of a trust that is required to distribute all of its current income receives a Schedule K-1 reporting $100 of interest income. However, the beneficiary has not received any distributions from the trust. The beneficiary must report the $100 of interest income on Schedule B of Form 1040 even though the beneficiary has not received any distributions."
730,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Current income not required to be distributed. If you are the beneficiary of an estate or trust and the fiduciary has the choice of whether to distribute all or part of the current income, you must report: §  All income that is required to be distributed to you, whether or not it is actually distributed, plus §  All other amounts actually paid or credited to you, up to the amount of your share of distributable net income."
731,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"When an estate earns income before the assets have all been distributed, it is taxed like a complex trust. Many people find this area of estate taxation very confusing, and for good reason. Gifts and inheritances are not gross income to the recipient. However, money or property that you inherit may earn some interest, dividends, or rent while the estate is being settled. It is that income that must be reported either by you or by the estate. Ordinarily, the executor of the estate files an income tax return for the estate, reporting the income, but he or she may shift the tax burden of that income to the beneficiaries if the property has already been distributed to them. See chapter 44, Decedents: Dealing with the death of a family member, for more detail."
732,Chapter 12,Other income,Other Income,,EY,TAXALERT,"In some instances, adjustments for the alternative minimum tax could flow through a trust to the beneficiary. See chapter 31, How to figure your tax, for more detail."
733,Chapter 12,Other income,Other Income,,EY,TAXPLANNER,"The Affordable Care Act imposes a 3.8% Net Investment Income Tax (NIIT) on unearned income of individuals effective for tax years beginning after December 31, 2012. This 3.8% tax also applies to estates and trusts on the lesser of: (1) undistributed net investment income or (2) the excess of adjusted gross income (AGI) over $12,300. If the trust or estate has net investment income that can be carried out to the beneficiary, trustees of discretionary trusts and estates may wish to consider an individual beneficiary's threshold for triggering the NIIT since the modified AGI threshold levels at which liability for the NIIT arises for individuals are much higher; i.e., over $200,000 ($250,000 if married filing jointly or qualifying widow(er) with dependent child; $125,000 if married filing separately). There are many other considerations for the trustee to evaluate in determining how much to distribute to beneficiaries. We suggest that you and your trustee should consult with tax advisors who specialize in these matters."
734,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"How to report. Treat each item of income the same way that the estate or trust would treat it. For example, if a trust's dividend income is distributed to you, you report the distribution as dividend income on your return. The same rule applies to distributions of tax-exempt interest and capital gains. The fiduciary of the estate or trust must tell you the type of items making up your share of the estate or trust income and any credits you are allowed on your individual income tax return. Losses. Losses of estates and trusts generally are not deductible by the beneficiaries."
735,Chapter 12,Other income,Other Income,,EY,EXCEPTION,"There are significant exceptions to the rule that losses of estates and trusts are not deductible by the beneficiaries. When an estate or a trust terminates, the beneficiaries are frequently allowed a deduction for certain expenses that the estate or trust had but was unable to use as a deduction. These items are (1) net operating loss carryovers, (2) certain excess deductions in the year of termination, and (3) capital loss carryovers. When an estate is terminated, it is not unusual for the attorney's and executor's fees to be paid in the year in which the estate is closed. If these expenses and any net operating loss carried over exceed the estate's income for that year, the excess is deductible by the beneficiaries. This deduction may be claimed only by itemizing deductions on Schedule A (Form 1040). These deductions are subject to the 2% rule on miscellaneous itemized deductions. This means that they are only deductible to the extent that total miscellaneous itemized deductions exceed 2% of AGI. A capital loss carryover from an estate or a trust may be used in the beneficiaries’ current or subsequent returns to reduce capital gains and/or to generate a deduction subject to the limitation that only $3,000 ($1,500 if your filing status is married filing separately) of capital losses in excess of capital gains may be deducted each year. When to report estate and trust income. You must include your share of the estate or trust income on your return for your tax year in which the last day of the estate or trust tax year falls. The trustee of the trust or estate will provide you with a Schedule K-1 (Form 1041) that tells you each item of income and deductions, and where they are to be reported on your personal tax return."
736,Chapter 12,Other income,Other Income,,EY,TAXSAVER,"It may be a good idea if you are the beneficiary of a trust to inform the trustee of your tax situation so that all possible tax-saving alternatives can be explored. Amounts that are not required to be distributed currently, according to the terms of the trust, may sometimes be distributed at the discretion of the trustee. There may be substantial tax planning opportunities relating to the timing, amounts, and methods of such distributions. You and the trustee should consult with a tax professional specializing in this area."
737,Chapter 12,Other income,Other Income,,EY,TAXPLANNER,"If you are receiving trust income, you should consider whether it is necessary for you to make estimated tax payments or increase your withholding taxes as a result of this additional income. See chapter 4, Tax withholding and estimated tax."
738,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Grantor trust. Income earned by a grantor trust is taxable to the grantor, not the beneficiary, if the grantor keeps certain control over the trust. (The grantor is the one who transferred property to the trust.) This rule applies if the property (or income from the property) put into the trust will or may revert (be returned) to the grantor or the grantor's spouse. Generally, a trust is a grantor trust if the grantor has a reversionary interest valued (at the date of transfer) at more than 5% of the value of the transferred property."
739,Chapter 12,Other income,Other Income,,EY,TAXALERT,"Even though the grantor is taxed on the trust income, the trustee of a grantor trust may need to file Form 1041 if the trust income reaches a level that requires a return or if a separate federal identification number has been established by the trust. The items of income, deduction, and credit are treated as owned by the grantor or another person, and are reported on a separate statement (Tax Information Letter) that is attached to Form 1041. The IRS issued regulations that provide guidance for optional methods of reporting trust income by a grantor trust. For example, alternative methods of reporting include the issuance of a Form 1099 directly from the payer of income to the grantor for inclusion on the grantor's individual income tax return; the issuance of a Form 1099 by the trust to the grantor; or the filing of a Form 1041 by the trustee of the grantor trust. The rules can get complicated, especially if there is more than one grantor. You should consult with your tax advisor for more information."
740,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Expenses paid by another. If your personal expenses are paid for by another person, such as a corporation, the payment may be taxable to you depending upon your relationship with that person and the nature of the payment. But if the payment makes up for a loss caused by that person, and only restores you to the position you were in before the loss, the payment is not includible in your income. Fees for services. Include all fees for your services in your income. Examples of these fees are amounts you receive for services you perform as: §  A corporate director, §  An executor, administrator, or personal representative of an estate, §  A manager of a trade or business you operated before declaring Chapter 11 bankruptcy, §  A notary public, or §  An election precinct official. Nonemployee compensation. If you are not an employee and the fees for your services from a single payer in the course of the payer's trade or business total $600 or more for the year, the payer should send you a Form 1099-MISC. You may need to report your fees as self-employment income. See Self-Employed Persons, in chapter 1, for a discussion of when you are considered self-employed. Corporate director. Corporate director fees are self-employment income. Report these payments on Schedule C or Schedule C-EZ (Form 1040). Personal representatives. All personal representatives must include in their gross income fees paid to them from an estate. If you are not in the trade or business of being an executor (for instance, you are the executor of a friend's or relative's estate), report these fees on Form 1040, line 21. If you are in the trade or business of being an executor, report these fees as self-employment income on Schedule C or Schedule C-EZ (Form 1040). The fee is not includible in income if it is waived. Manager of trade or business for bankruptcy estate. Include in your income all payments received from your bankruptcy estate for managing or operating a trade or business that you operated before you filed for bankruptcy. Report this income on Form 1040, line 21. Notary public. Report payments for these services on Schedule C or Schedule C-EZ (Form 1040). These payments are not subject to self-employment tax. See the separate instructions for Schedule SE (Form 1040) for details. Election precinct official. You should receive a Form W-2 showing payments for services performed as an election official or election worker. Report these payments on line 7 of Form 1040 or Form 1040A or on line 1 of Form 1040EZ."
741,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"Self-employment income. Chapter 39, Self-employment income: How to file Schedule C, includes a more comprehensive discussion of self-employment income. Corporate director fees and executor fees (if you are in the trade or business of being an executor) are considered self-employment income, and are subject to self-employment tax. For both employees and self-employed individuals, the 2016 wage base is $118,500 social security (old age, survivor, and disability insurance (OASDI)) and is unlimited for Medicare. The OASDI rate is 12.4% The Medicare tax rate is 2.9%. However, under the Affordable Care Act, beginning in 2013, an Additional Medicare Tax of 0.9% is assessed on top of the current 2.9% rate—for a total rate of 3.8%—on self-employment income (as well as wages) received in excess of specified threshold amounts ($250,000 for a joint return; $125,000 for a married individual filing a separate return; and $200,000 for all other taxpayers. (For joint filers, the additional 0.9% tax applies to the couple's combined wages in excess of $250,000.) The combined 12.4% OASDI, 2.9% Medicare, and, if applicable, 0.9% Additional Medicare Tax rates are applied to 92.35% of your self-employment income. However, if your net earnings from self-employment are less than $400, no self-employment tax is payable. Thus, for example, if a person on earns self-employment income of $130,000 in 2016, he or she will pay self- employment tax of $18,176—i.e., ($118,500 × 15.3%) plus [($130,000 × 92.35%) − $118,500) × 2.9%. For a single filer who has self-employment income of $230,000 in 2016, he or she will pay self-employment tax of $20,966—i.e., ($118,500 × 15.3%) plus [($230,000 × 92.35%) − $118,500) × 2.9% plus [($230,000 × 92.35%) − $200,000) × 0.9%. See Schedule SE, Self-Employment Tax, and Form 8959, Additional Medicare Tax. Fees are self-employment income only if you present yourself as being in the trade or business that produces the fees. Therefore, unless you regularly appear as a witness, act as an executor or trustee, or judge elections, the fees earned will not be self-employment income subject to self-employment tax. Clergy fees. Fees received by clergy for performing funerals, marriages, baptisms, or other services must be included in gross income."
742,Chapter 12,Other income,Other Income,,EY,TAXSAVER,"A member of the clergy, however, can request to be exempt from the self-employment tax on such income by filing Form 4361, Application for Exemption from Self-Employment Tax for Use by Ministers, Members of Religious Orders, and Christian Science Practitioners."
743,Chapter 12,Other income,Other Income,,EY,TAXPLANNER,"Any business that pays you $600 or more in fees should provide you with a Form 1099. A copy of this form should also be filed with the IRS by the business. Individual payers are not required to file this form. However, you are not excused from your responsibility to report the income just because you do not receive a Form 1099. Professional fees. Fees received by a doctor, lawyer, and other professionals should be shown on Schedule C, Profit or Loss from Business, not in the Miscellaneous Income section on line 21 of Form 1040. Otherwise, the IRS's document-matching program may generate unwarranted notices, suggesting that you have underpaid your tax. Sole proprietorship (self-employment) income. Unlike a partnership or a regular corporation, a sole proprietorship is not a separate entity. In a sole proprietorship, you and your business are one and the same. You report gross profit or loss for the year from the sole proprietorship on Form 1040, Schedule C (or Schedule C-EZ if you meet certain requirements), and it becomes part of your AGI. In addition to owing income tax on such income, you, as the sole proprietor, will usually be liable for self-employment tax. See chapter 39, Self-employment income: How to file Schedule C, for a more comprehensive discussion. You may also be required to make payments of estimated taxes. A net loss from the business can generally be deducted in computing your AGI. Your profit (or loss) is computed as income less your allowable deductions. Income includes cash, property, and services received by the business from all sources, unless specifically excluded under the tax code. Allowable deductions include all necessary and ordinary expenses incurred in connection with the business. For sole proprietorships in the business of selling goods or inventory, the primary expense will be the cost of goods sold. The cost of goods sold represents the cost of materials, labor, and overhead included in the inventory sold during the year. Other expenses that you deduct on Schedule C include salaries and wages, interest on loans used in the business, rent, depreciation, bad debts, travel and entertainment, insurance, real estate taxes, and so on. If you operate your own business or have other self-employment income, such as babysitting or selling crafts, see these other publications for more information."
744,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"§  Publication 334, Tax Guide for Small Business §  Publication 535, Business Expenses"
745,Chapter 12,Other income,Other Income,,EY,TAXSAVER,"Note: If you receive fees that are self-employment income, you may contribute to a Keogh plan, Simplified Employee Plan IRA, or SIMPLE IRA. See chapter 17, Individual retirement arrangements (IRAs), for details."
746,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Foster care providers. Generally, payment you receive from a state, political subdivision, or a qualified foster care placement agency for caring for a qualified foster individual in your home is excluded from your income. However, you must include in your income payment to the extent it is received for the care of more than 5 qualified foster individuals age 19 years or older. A qualified foster individual is a person who: 1.    Is living in a foster family home, and 2.    Was placed there by: a.       An agency of a state or one of its political subdivisions, or b.      A qualified foster care placement agency."
747,Chapter 12,Other income,Other Income,,EY,TAXPLANNER,"You may be able to claim a foster child as a dependent and receive an additional exemption deduction of up to $4,050 for 2016. See chapter 3, Personal exemptions and dependents, for the rules that apply to determine whether or not your foster child meets the definition of a qualifying child or qualifying relative who can be claimed as a dependent."
748,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Difficulty-of-care payments. These are payments that are designated by the payer as compensation for providing the additional care that is required for physically, mentally, or emotionally handicapped qualified foster individuals. A state must determine that this compensation is needed, and the care for which the payments are made must be provided in the foster care provider's home in which the qualified foster individual was placed. Certain Medicaid waiver payments are treated as difficulty-of-care payments when received by an individual care provider for caring for an eligible individual (whether related or unrelated) living in the provider's home. See Notice 2014-7 available at www.irs.gov/irb/2014-4_IRB/ar06.html and related questions and answers available at www.irs.gov/Individuals/Certain-Medicaid-Waiver-Payments-May-Be-Excludable-From-Income for more information. You must include in your income difficulty-of-care payments to the extent they are received for more than: §  10 qualified foster individuals under age 19, or §  qualified foster individuals age 19 or older. Maintaining space in home. If you are paid to maintain space in your home for emergency foster care, you must include the payment in your income. Reporting taxable payments. If you receive payments that you must include in your income and you are in business as a foster care provider, report the payments on Schedule C or Schedule C-EZ (Form 1040). See Publication 587, Business Use of Your Home, to help you determine the amount you can deduct for the use of your home. Found property. If you find and keep property that does not belong to you that has been lost or abandoned (treasure-trove), it is taxable to you at its fair market value in the first year it is your undisputed possession. Free tour. If you received a free tour from a travel agency for organizing a group of tourists, you must include its value in your income. Report the fair market value of the tour on Form 1040, line 21, if you are not in the trade or business of organizing tours. You cannot deduct your expenses in serving as the voluntary leader of the group at the group's request. If you organize tours as a trade or business, report the tour's value on Schedule C or Schedule C-EZ (Form 1040). Gambling winnings. You must include your gambling winnings in income on Form 1040, line 21. If you itemize your deductions on Schedule A (Form 1040), you can deduct gambling losses you had during the year, but only up to the amount of your winnings. If you are in the trade or business of gambling, use Schedule C. Lotteries and raffles. Winnings from lotteries and raffles are gambling winnings. In addition to cash winnings, you must include in your income the fair market value of bonds, cars, houses, and other noncash prizes."
749,Chapter 12,Other income,Other Income,,EY,TAXPLANNER,"If you win a large lottery, proper financial planning can help you minimize the tax bite. You should consult with a financial planner and/or your tax advisor."
750,Chapter 12,Other income,Other Income,,EY,Tip,"If you win a state lottery prize payable in installments, see Publication 525 for more information."
751,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Form W-2G. You may have received a Form W-2G, Certain Gambling Winnings, showing the amount of your gambling winnings and any tax taken out of them. Include the amount from box 1 on Form 1040, line 21. Include the amount shown in box 4 on Form 1040, line 64, as federal income tax withheld. Reporting winnings and recordkeeping. For more information on reporting gambling winnings and recordkeeping, see Gambling Losses Up to the Amount of Gambling Winnings in chapter 29."
752,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"While a winner of the Canadian government lottery does not have to pay Canadian tax on the winnings, a U.S. citizen or resident who wins does have to pay U.S. tax on the amount. Citizens and residents of the United   States have to report all income, including foreign income. See chapter 42, U.S. citizens working abroad: Tax treatment of foreign earned income, and chapter 43, Foreign citizens living in the United States, for more information about worldwide income."
753,Chapter 12,Other income,Other Income,,EY,TAXPLANNER,"Because you may not win money gambling until late in the year and gambling losses are deductible only up to the amount of your winnings, you should plan ahead by keeping losing racetrack, lottery, and other gambling tickets. In that way, if you do win, you will be able to itemize your gambling losses. It's also a good idea to keep a diary of gambling losses incurred during the entire year. Note that losses from one kind of gambling are deductible against gains from another kind. These losses are claimed as miscellaneous itemized deductions but are not subject to the 2%-of-AGI floor and are reported on Schedule A, line 28. These losses are also allowed for purposes of the alternative minimum tax (AMT)."
754,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Gifts and inheritances. In most cases, property you receive as a gift, bequest, or inheritance is not included in your income. However, if property you receive this way later produces income such as interest, dividends, or rents, that income is taxable to you. If property is given to a trust and the income from it is paid, credited, or distributed to you, that income is also taxable to you. If the gift, bequest, or inheritance is the income from the property, that income is taxable to you."
755,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"Items given to you as an incentive to enter into a business transaction are not tax-free gifts. For example, incentive items such as small appliances or dinnerware given to you by a bank as an incentive to open an account are treated as taxable interest income to you and must be reported at their fair market value."
756,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Inherited pension or IRA. If you inherited a pension or an individual retirement arrangement (IRA), you may have to include part of the inherited amount in your income. See Survivors and Beneficiaries in Publication 575, if you inherited a pension. See What if You Inherit an IRA? in Publications 590-A and 590-B, if you inherited an IRA."
757,Chapter 12,Other income,Other Income,,EY,TAXALERT,"Distributions from qualified retirement plans and IRAs are not subject to the 3.8% Net Investment Income Tax (NIIT) that is imposed by the Affordable Care Act. On the other hand, these distributions are taken into account in determining a taxpayer's modified adjusted gross income threshold for purposes of figuring the amount subject to the 3.8% NIIT."
758,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Hobby losses. Losses from a hobby are not deductible from other income. A hobby is an activity from which you do not expect to make a profit. See Activity not for profit, earlier."
759,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"While a net loss from the sale of stamps, coins, or other items that you collect for a hobby may not be deducted, a loss from the sale of these items may be offset against a gain from the sale of similar items occurring in the same year. Example You sell several stamps at a gain of $1,000. You may offset this gain by up to $1,000 in losses from the sale of other stamps. The result is that there is no net taxable gain to report on your income tax return. Each sale should be listed separately on Form 8949 and reported on Schedule D."
760,Chapter 12,Other income,Other Income,,EY,TAXSAVER,"If you are planning to sell an item in your collection that has appreciated in value and your collection also contains an item that has decreased in value, you may want to sell both in the same year to incur the least amount of tax. In short, clean out the junk to establish losses in a year when you have gains."
761,Chapter 12,Other income,Other Income,,EY,Tip,"If you collect stamps, coins, or other items as a hobby for recreation and pleasure, and you sell any of the items, your gain is taxable as a capital gain. (See chapter 16.) However, if you sell items from your collection at a loss, you cannot deduct the loss."
762,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Illegal activities. Income from illegal activities, such as money from dealing illegal drugs, must be included in your income on Form 1040, line 21, or on Schedule C or Schedule C-EZ (Form 1040) if from your self-employment activity."
763,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"It is not necessary for the activity that produces income to be legal for the income to be taxable. Income from illegal activities, such as embezzlement, drug dealing, bookmaking, and bootlegging, is taxable. Al Capone, the notorious Chicago bootlegger during Prohibition, was convicted of income tax evasion because he did not report his illegal income. Embezzlement income is taxable in the year in which the funds are stolen. If the embezzler pays back the stolen funds in a later year, he or she can claim a deduction in the year of repayment."
764,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Indian fishing rights. If you are a member of a qualified Indian tribe that has fishing rights secured by treaty, executive order, or an Act of Congress as of March 17, 1988, do not include in your income amounts you receive from activities related to those fishing rights. The income is not subject to income tax, self-employment tax, or employment taxes."
765,Chapter 12,Other income,Other Income,,EY,TAXALERT,"Investment clubs. An investment club is a group of friends, neighbors, business associates, or others who pool limited or stated amounts of funds to invest in stock or other securities. The club may or may not have a written agreement, charter, or bylaws. Usually, the group operates informally with members pledging a regular amount to be paid into the club monthly. Some clubs have a committee that gathers information on securities, selects the most promising, and recommends that the club invest in them. Other clubs rotate the investigatory responsibilities among all their members. Most require all members to vote for or against all investments, sales, exchanges, or other transactions. How the income from an investment club is reported on your tax return depends on how the club operates. Most clubs operate as partnerships and are treated as such for federal tax purposes. Others operate as corporations, trusts, or associations taxed as corporations. Members of an investment club organized as a partnership should include their share of each type of the club's income on their returns. For example, dividends are reported on Schedule B, Interest and Ordinary Dividends, Part II, line 5, and capital gains are reported on Form 8949, Sales and Dispositions of Capital Assets, and Schedule D, Capital Gains and Losses. The expenses incurred by the club to produce or to collect income, to manage investment property, or to determine any tax due are also reported separately. You may deduct your share of these items on Schedule A, Itemized Deductions, as a miscellaneous deduction if you itemize your deductions. Note: These expenses—along with some others—must exceed 2% of your AGI to be deductible as miscellaneous itemized deductions. Depending on how your investment club is organized, it may be required to file a separate partnership, corporation, or trust tax return. More details are explained in IRS Publication 550, Investment Income and Expenses, some of which follow. Tax returns and identifying numbers. Investment clubs must file either Form 1065, U.S. Partnership Return of Income; Form 1041, U.S. Income Tax Return for Estates and Trusts; or Form 1120, U.S. Corporation Income Tax Return. Certain small corporations may be able to file Form 1120-A, U.S. Corporation Short-Form Income Tax Return. See the instructions for Forms 1120 and 1120-A. Form SS-4. Each club must have an employer identification number (EIN) to use when filing its return. The club's EIN also may have to be given to the payer of dividends. If your club does not have an EIN, use Form SS-4, Application for Employer Identification Number. File the completed Form SS-4 with the IRS according to the Form SS-4 instructions. Alternatively, the IRS also provides an online EIN application process which instantly assigns an EIN. Both Form SS-4 and the online application can be found on the IRS website at www.irs.gov. Stock in name of club. When stock is recorded in the name of the investment club, the club must give its own EIN to the payer of dividends. If the club is a partnership or a trust, the dividends distributed to the partners or beneficiaries must be shown on Form 1065 or Form 1041, respectively. The partners’ or the beneficiaries’ identifying numbers also must be shown on the return. If the club is an association taxed as a corporation, any distribution it makes that qualifies as a dividend must be reported on Forms 1096, Annual Summary and Transmittal of U.S. Information Returns, and 1099-DIV, Dividends and Distributions, if total distributions to the shareholder are $10 or more for the year. Stock in name of member. When stock is recorded in the name of one club member, this member must give his or her social security number to the payer of dividends. (When stock is held in the names of two or more club members, the social security number of only one member must be given to the payer.) This member is considered as the record owner for the actual owner of the stock, the investment club. This member is a “nominee” and must file Form 1099-DIV showing the club to be the owner of the dividend, his or her social security number, and the EIN of the club. Example In order to avoid any matching notices from the IRS, the nominee should report the dividend income on his or her tax return on line 5, Part II, of Form 1040, Schedule B and then subtract out the nominee distribution."
766,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"ABC company $100 Less: Nominee distribution ($100) No social security coverage for investment club earnings. If an investment club partnership's activities are limited to investing in savings certificates, stock, or securities and collecting interest or dividends for its members’ accounts, the members’ share of income is not earnings from self-employment. You cannot voluntarily pay the self-employment tax in order to increase your social security coverage and ultimate benefits. For more information about investment clubs, see Publication 550."
767,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Interest on frozen deposits. In general, you exclude from your income the amount of interest earned on a frozen deposit. See Interest income on frozen deposits in chapter 7. Interest on qualified savings bonds. You may be able to exclude from income the interest from qualified U.S. savings bonds you redeem if you pay qualified higher educational expenses in the same year. For more information on this exclusion, see Education Savings Bond Program under U.S. Savings Bonds in chapter 7. Job interview expenses. If a prospective employer asks you to appear for an interview and either pays you an allowance or reimburses you for your transportation and other travel expenses, the amount you receive is generally not taxable. You include in income only the amount you receive that is more than your actual expenses. Jury duty. Jury duty pay you receive must be included in your income on Form 1040, line 21. If you gave any of your jury duty pay to your employer because your employer continued to pay you while you served jury duty, include the amount you gave your employer as an income adjustment on Form 1040, line 36, and see the instructions there."
768,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"Jury fees. This item is often overlooked. Just because a fee is paid by a government body does not mean that it is not subject to tax. However, the Tax Court has ruled that the mileage allowance received by a juror to cover the cost of transportation between the court and his or her home is not included in income. In addition, if you are required to give your jury pay to your employer, you can claim a deduction for the amount paid over. You can claim this deduction whether or not you itemize your deductions. You would report the income on line 21 of Form 1040 and, if you give your jury pay to your employer, report it as an adjustment on line 36 and write “Jury Pay” next to the amount."
769,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Kickbacks. You must include kickbacks, side commissions, push money, or similar payments you receive in your income on Form 1040, line 21, or on Schedule C or Schedule C-EZ (Form 1040), if from your self-employment activity. Example. You sell cars and help arrange car insurance for buyers. Insurance brokers pay back part of their commissions to you for referring customers to them. You must include the kickbacks in your income. Medical savings accounts (MSAs). In most cases, you do not include in income amounts you withdraw from your Archer MSA or Medicare Advantage MSA if you use the money to pay for qualified medical expenses. Generally, qualified medical expenses are those you can deduct on Schedule A (Form 1040), Itemized Deductions. For more information about qualified medical expenses, see chapter 22. For more information about Archer MSAs or Medicare Advantage MSAs, see Publication 969, Health Savings Accounts and Other Tax-Favored Health Plans."
770,Chapter 12,Other income,Other Income,,EY,TAXSAVER,"Contributions to an MSA or HSA can also be deductible. See chapter 22, Medical and dental expenses, for details."
771,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Prizes and awards. If you win a prize in a lucky number drawing, television or radio quiz program, beauty contest, or other event, you must include it in your income. For example, if you win a $50 prize in a photography contest, you must report this income on Form 1040, line 21. If you refuse to accept a prize, do not include its value in your income."
772,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"An individual wins a prize in a charitable fund-raising raffle and refuses to accept the prize, returning the prize to the charity. The individual need not include the value of the prize as income on his or her return. Likewise, the individual is not entitled to a charitable deduction."
773,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,Prizes and awards in goods or services must be included in your income at their fair market value.
774,Chapter 12,Other income,Other Income,,EY,EXPLANATION,"Fair market value is the price at which property would be exchanged between a willing buyer and a willing seller when neither party is compelled to buy or to sell. When merchandise is received as a prize, fair market value is the suggested retail price, unless some other measure of fair market value can be readily ascertained. Other ways to measure fair market value that have been approved by the courts include the following: 1.  Resale value The Tax Court has ruled that, in some cases, the fair market value of an item is what you could realize by selling it. 2.  Value to the recipient If you receive a prize that is not something you would ordinarily purchase, the Tax Court has said that you may discount the value of the prize. Example 1 An individual received a new car as an award from her employer. The Tax Court ruled that the amount to be considered as income was not what the employer had paid for the car but how much the recipient would have realized by selling the car immediately after it was received. Example 2 Taxpayers received two first-class cruise tickets from a game show. The tickets were nontransferable and had to be used within 1 year. The Tax Court found that the tickets were not something that the taxpayers would normally have acquired but were a luxury that would otherwise have been beyond their means. Accordingly, the Tax Court permitted the taxpayers to include an amount less than the retail price of the tickets in their gross income. There is no standardized technique to determine the amount to be included in gross income in cases similar to these. Our advice is this: If you believe that you can justify a value less than normal retail price, it may be worthwhile to include the lower amount in gross income."
775,Chapter 12,Other income,Other Income,,TaxCode,TAXCODE,"Employee awards or bonuses. Cash awards or bonuses given to you by your employer for good work or suggestions generally must be included in your income as wages. However, certain noncash employee achievement awards can be excluded from income. See Bonuses and awards in chapter 5."
